user_id,age_group,dietary_restrictions,signup_date
user_0465,18-25,None,2024-09-19 19:59:02.864648
user_0466,18-25,Vegan,2024-08-15 19:59:02.864649
user_0467,36-45,Gluten-free,2025-03-21 19:59:02.864650
user_0468,26-35,Halal,2024-06-22 19:59:02.864651
user_0469,56-65,Kosher,2023-05-29 19:59:02.864652
user_0470,26-35,Vegetarian,2025-02-19 19:59:02.864653
user_0471,18-25,Halal,2023-03-10 19:59:02.864654
user_0472,46-55,Halal,2023-09-18 19:59:02.864655
user_0473,26-35,Gluten-free,2023-01-26 19:59:02.864656
user_0474,56-65,Vegetarian,2024-12-23 19:59:02.864657
user_0475,46-55,Kosher,2024-11-30 19:59:02.864658
user_0476,46-55,Vegan,2023-10-05 19:59:02.864659
user_0477,18-25,Gluten-free,2023-02-07 19:59:02.864660
user_0478,36-45,Kosher,2024-02-05 19:59:02.864661
user_0479,26-35,None,2024-05-22 19:59:02.864662
user_0480,36-45,Halal,2024-10-15 19:59:02.864663
user_0481,65+,Gluten-free,2023-09-11 19:59:02.864664
user_0482,36-45,Gluten-free,2023-04-05 19:59:02.864665
user_0483,36-45,Vegetarian,2024-07-20 19:59:02.864666
user_0484,46-55,None,2024-12-18 19:59:02.864667
user_0485,46-55,Halal,2024-08-15 19:59:02.864668
user_0486,56-65,Vegan,2023-09-01 19:59:02.864669
user_0487,36-45,None,2023-04-21 19:59:02.864670
user_0488,65+,Gluten-free,2024-11-09 19:59:02.864671
user_0489,18-25,Halal,2023-03-16 19:59:02.864672
user_0490,65+,Kosher,2025-06-28 19:59:02.864673
user_0491,56-65,Kosher,2024-03-27 19:59:02.864674
user_0492,36-45,Vegetarian,2023-12-05 19:59:02.864675
user_0493,36-45,Vegetarian,2023-11-05 19:59:02.864676
user_0494,26-35,Halal,2024-12-04 19:59:02.864677
user_0495,65+,Kosher,2023-06-24 19:59:02.864678
user_0496,65+,Kosher,2023-04-12 19:59:02.864680
user_0497,26-35,Kosher,2025-05-10 19:59:02.864681
user_0498,65+,Kosher,2025-07-08 19:59:02.864682
user_0499,36-45,Gluten-free,2025-07-14 19:59:02.864683
